title,url,expireDay,deadline,type,imageUrl,projectDesc,budget,skills
پلاگین پیامکی برای ووکامرس,https://www.karlancer.com/projects/21400,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"پلاگینی در وردپرس با نام پیامک ووکامرس (persian woocommerce sms) وجود داره که پیامک های مرتبط با خریدهای مشتری ها از طریق اون فرستاده میشه.
حالا میخوام یه پلاگین جانبی درست بشه که با این پلاگین و خود ووکامرس ارتباط برقرار کنه و ویژگی های زیر رو داشته باشه:
در حالت عادی در پلاگین پیامک ووکامرس یه سیستم پیامکی و شماره خطی که با اون پیامک ها ارسال میشه، تعریف می کنیم. این سیستم میاد بر اساس وضعیت سفارشات، یه پیامک اختصاصی برای هر مشتری ارسال میکنه. مثل:
سلام {b_first_name} {b_last_name}
سفارش {order_id} هم اکنون در وضعیت در انتظار پرداخت می باشد.
آیتم های سفارش : {all_items}
مبلغ سفارش : {price}
شماره تراکنش : {transaction_id}

چون این پیامک ها با خط خدماتی فرستاده میشه، همه اون رو دریافت میکنن.
حالا می خوایم در پنل مدیریتی سایت بخش صفحات محصولات ووکامرسی، باکسی ایجاد بشه که بتونیم یه پیامک اختصاصی برای مشتری هایی که اون محصول رو تهیه کردن، ارسال کنیم؛ اما نکته مهم اینجاست که این پیامک ها یکباره ارسال نشه که حالت پیامک انبوه داشته باشه و سامانه پیامکی اون رو رد کنه. مثلا اگر 500 نفر اون محصول رو تهیه کردن، دقیقه ای دو یا سه پیامک با این شیوه و با استفاده از خط خدماتی برای مشتری ها ارسال بشه که طبیعتا 500 پیامک در بازه چند ساعته به مرور فرستاده بشه.
قابلیت استفاده از المانی شبیه نمونه زیر هم در این باکس وجود داشته باشه. مثل:
سلام {b_first_name} {b_last_name} لطفا صفحه محصول ... را چک کنین.
که این المان ها در اصل داخل خود پلاگین پیامک ووکامرس هست و دیتا مشتری های سایت مون هستش. 
این شکلی پیامک ها به صورت تک به تک و همین طور اختصاصی برای هر نفر فرستاده میشه و میشه از خط خدماتی پیش فرض پلاگین پیامک ووکامرس برای این کار استفاده کرد.","۱,۵۰۰,۰۰۰ تومان","[""وردپرس"",""ووکامرس"",""پلاگین نویسی وردپرس"",""برنامه نویسی"",""برنامه نویسی پایتون"",""وردپرس کار"",""ووکامرس woocommerce"",""پلاگین"",""برنامه نویس"",""سایت وردپرسی""]"
ربات تلگرام تیکت برای ارتباط با سایت ووکامرسی,https://www.karlancer.com/projects/21399,۲۸ روز مانده,زمان پیشنهادی ۳۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"سایتی وردپرسی که روی اون فروشگاه ساز ووکامرس فعال هست و دوره های آموزشی به صورت آنلاین در اون ارائه میشه، داریم که میخوایم پشتیبانی دوره های آموزشی رو برای افرادی که یکی از دوره ها رو تهیه کردن، از طریق آیدی یه ربات تلگرامی که ویژگی هاشو در ادامه میگم، انجام بدیم.

این ربات باید با سایت ما و دیتا مشتریان سایت همخوانی داشته باشه و اطلاعات سفارشات مشتری رو فراخوانی کنه. برای این موضوع کافی هست که ربات شماره موبایل شخصی که میخواد از طریق اون پیام بده رو همون اول وریفای کنه.

وقتی شماره موبایل وریفای شد، چند گزینه برای بحث پشتیبانی نمایش داده بشه. مثل پشتبانی دوره ها، سوالات پیش از خرید، بخش مالی و... که این گزینه ها رو بعدا کاملش رو بهتون میگم.

حالا اگر مشتری یک یا چند دوره در سایت تهیه کرده، وقتی به قسمت پشتیبانی دوره ها در ربات مراجعه میکنه، اطلاعات خریدهاش شامل نام دوره (ها) که گرفته و همین طور تاریخ خریدشون و شماره سفارسش مشخص بشه و این دیتا رو از سایت فراخوانی کنه.

در ادامه مشتری این امکان رو داشته باشه که پشتیبانی دوره آموزشی که از سایت تهیه کرده رو فعال کنه. به عنوان مثال ممکنه شخص در تاریخ 31 شهریور دوره را تهیه کرده باشه ولی الان بعد از گذشت سه ماه از زمان خرید، تازه بخواد از مدت زمان پشتیبانی دوره ش استفاده کنه.

بعد از زدن دکمه فعال سازی پشتیبانی دوره، که طبیعتا برای هر دوره با توجه به زمان خریدش باید این موضوع داخل ربات محاسبه بشه، دو ماه تایم پشتیبانی برای شخص لحاظ بشه. وقتی این دو ماه به اتمام رسید و شخص خواست مجدد برای پشتیبانی دوره ش اقدام کنه، پیامی بیاد که مدت زمان پیشتیبانیش تموم شده و اگه میخواد مدت پشتیبانی رو تمدید کنه، محصولی که لینکش داخل ربات براش فرستاده میشه رو از طریق سایت پرداخت کنه. طبیعتا بعد از پرداخت محصول در سایت، تایم پشتیبانی هم برای شخص تمدید بشه. فقط در مورد این قسمت دو تا نکته مهم رو هم اضافه کنم:

1: برای هر دوره آموزشی لینک محصول جداگانه ای برای تمدید پشتیبانی باید ارسال بشه

2: محصولات تمدید پشتیبانی با محصولات دوره آموزشی در سایت کاملا مجزا از هم هستن و به طور عمومی هم نمایش داده نمیشن.

مثلا اگه دوره ای به اسم ""آموزش سئو"" در سایت هست، نام محصول تمدید پشتیبانی آن ، ""تمدید پشتیبانی - آموزش سئو"" هست و ... که قیمت اونها هم با هم تفاوت داره و البته شخص فقط با لینکی که داخل ربات ارسال میشه، اون محصول رو میتونه ببینه.

اگر مشتری درخواست عودت وجه برای محصولی داشت اصولا به بخش مالی ربات مراجعه میکنه که در اون بخش هم باید دیتا خرید مشتری از سایت شامل نام دوره (ها) که گرفته و همین طور تاریخ خریدشون و شماره سفارسش مشخص بشه که پشتیبان بتونه بر اون اساس عودت وجه رو انجام بده و وقتی محصولی در سایت به شکل عودت شده سفارسش تغییر میکنه، طبیعتا داخل ربات هم نباید همچنان به عنوان یک محصول خریداری شده ، شناسایی بشه و شخص بتونه از پشتیبانی دوره استفاده کنه.

این دسترسی وجود داشته باشه که چند تا یوزر مختلف بتونن پیام های ربات رو مدیریت کنن و پیام های هر بخش برای یک یا چند یوزر از طریق ربات قابل مدیریت کردن باشه و نکته آخر هم اینکه اگر شخصی تاریخچه پیام های خودش با ربات رو پاک کرد، این پیام ها داخل ربات حذف نشه و آرشیو بمونه که بعدا بشه اونها رو پیگیری کرد.

*این قابلیت هم اضافه بشه که ربات به یه سامانه پیامکی متصل بشه و اگر پیامی از طریق پشتیبانی به مشتری داخل ربات فرستاده شد، از طریق سامانه پیامکی، یک پیامک به شماره موبایل مشتری فرستاده بشه تا از ارسال پاسخ پشتیبان مطلع بشه.(طبیعتا هزینه شارژ این سامانه پیامکی به عهده فریلنسر نمی باشد)","۵,۰۰۰,۰۰۰ تومان","[""فوری"",""پایتون"",""ربات تلگرام"",""php"",""وردپرس"",""ووکامرس woocommerce"",""برنامه نویسی وب"",""برنامه نویسی"",""برنامه نویسی پایتون"",""python"",""سایت وردپرسی""]"
طراحی لوگو دهکده گردشگری,https://www.karlancer.com/projects/21398,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"طراحی حرفه ای لوگو با بریف مشخص برای یک دهکده گردشگری 
مدت زمان اتود اولیه یک هفته و پس از اعمال نظرات یک هفته دیگر تایم موجود است 
لطفا در صورتی که خود را طراحی حرفه ای میدانید درخواست ثبت و یا نمونه کارهای خود را ارسال کنید","۱۰,۰۰۰,۰۰۰ تومان","[""طراحی لوگو و لوگو تایپ"",""لوگو"",""گرافیست"",""لوگوتایپ"",""لوگو تایپ"",""طراحی لوگو"",""طراحی گرافیک"",""فتوشاپ"",""فوتوشاپ"",""photoshop""]"
تکمیل فرم های ثبت نام سایت ها به صورت خودکار,https://www.karlancer.com/projects/21395,۲۸ روز مانده,زمان پیشنهادی ۲۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"یه اپلیکشن که از قبل اطلاعاتی از قبیل نام و شماره شناسنامه و غیره رو وارد کنیم و پس از اجرا به سرعت در فیلد های مربود به خود در سایت مد نظر قرار بگیرد. 
شما فرض کنید که در یک سایت جهت عضویت یک فرم را باید تکمیل کرد. حال اگر ما این کد یا برنامه را اجرا کنیم اون اطلاعات در فرم مربوطه قرار بگیرد.","۵,۰۰۰,۰۰۰ تومان","[""برنامه نویسی"",""برنامه نویسی پایتون"",""برنامه نویسی وب"",""پایتون"",""برنامه نویس پایتون"",""python"",""اپلیکیشن اندروید"",""اپلیکیشن"",""اپلیکیشن نویسی"",""برنامه نویسی اپلیکیشن""]"
اجرای گرافیک آماده سایت روی فیگما,https://www.karlancer.com/projects/21394,۲۸ روز مانده,زمان پیشنهادی ۷ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,اجرای گرافیک آماده سایت روی فیگما و ارائه خروجی برای تحویل به تیم کدنویسی,"۵,۰۰۰,۰۰۰ تومان","[""رابط کاربری"",""برنامه نویسی"",""برنامه نویسی وب"",""طراحی گرافیک"",""گرافیک سایت"",""UI/UX طراحی"",""ui"",""طراحی UI/UX"",""ux/ui design"",""طراحی رابط کاربری""]"
پروژه شبیه سازی با پایتون,https://www.karlancer.com/projects/21393,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"پروژه شبیه سازی صف فروشگاهی با پایتون
مربوط به شبیه سازی کامپیوتری
مباحث صف ورود و خروج، مدت پاسخ دهی،مدت بیکاری و…","۵۰۰,۰۰۰ تومان","[""پایتون"",""برنامه نویسی"",""برنامه نویسی وب"",""برنامه نویسی پایتون"",""برنامه نویس پایتون"",""python"",""کد نویسی""]"
سئو و بهینه سازی سایت,https://www.karlancer.com/projects/21389,۲۸ روز مانده,زمان پیشنهادی ۶۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,برای سایتمون به سئو کار حرفه ای و منظم نیاز داریم. زمان پاسخگویی شما به سوالاتمون خیلی برامون مهمه.,"۱,۵۰۰,۰۰۰ تومان","[""سئو و بهینه سازی"",""سئو سازی سایت"",""سئو"",""سئو و محتوانویسی"",""سئو وبسایت"",""seo"",""برنامه نویسی وب"",""دیجیتال مارکتینگ""]"
استخراج اطلاعات از وبسایت به صورت زنده و اتوماتیک,https://www.karlancer.com/projects/21388,۲۸ روز مانده,زمان پیشنهادی ۱۵ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"Web scraping
استخراج اطلاعات از یک سایت آگهی به صورت زنده و اتوماتیک با قابلیت دسته بندی اطلاعات بر اساس مولفه های متفاوت.","۱,۵۰۰,۰۰۰ تومان","[""web scraping"",""آنالیز اطلاعات"",""پایتون"",""برنامه نویسی"",""برنامه نویسی وب"",""برنامه نویسی پایتون"",""برنامه نویس پایتون"",""python""]"
متره براورد,https://www.karlancer.com/projects/21387,۲۸ روز مانده,زمان پیشنهادی ۳ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,یک ساختمان مسکونی 3 طبقه کلیه هزینه فندانسون + دیوارچینی دور زمین با سنگ + آرماتور بندی فندانسیون + خاکبرداریها وحمل ونقل مصالح + ستون بندی ها همه با ابنیه 1400 حساب شود,"۲۰۰,۰۰۰ تومان","[""متره و برآورد"",""متره و برآورد پروژه های کوچک ساختمانی"",""متره و براورد"",""متره"",""متره و برآورد و اسناد مناقصه"",""معماری"",""عمران"",""مهندسی عمران""]"
پخش پرسشنامه,https://www.karlancer.com/projects/21385,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,باسلام. برای پخش پرسشنامه آنلاین نیازمند فردی متخصص در این زمینه هستم تا در سریعترین زمان اینکار را انجام دهد. جامعه آماری ساکنین مشهد و باید حداقل 200 نفر پرسشنامه را تکمیل نمایند.همه سوالات تستی است. لینک پرسشنامه به مجری مورد نظر داده خواهد شد.,"۵۰۰,۰۰۰ تومان","[""طراحی پرسشنامه"",""تحقیق"",""تحقیق و مقاله"",""پژوهش و تحقیق"",""تحقیق علمی"",""تحلیل آماری""]"
پروژه طراحی سامانه برای یک محل کار (پایگاه داده),https://www.karlancer.com/projects/21383,۲۸ روز مانده,زمان پیشنهادی ۱۰ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"پروژه پایگاه داده
نیاز دارم که طراحی یک سامانه با مراحل مختلف انجام شود.","۵۰۰,۰۰۰ تومان","[""پایگاه داده"",""sql"",""برنامه نویسی پایتون"",""برنامه نویسی"",""برنامه نویسی وب"",""پایتون"",""اس کیو ال"",""sqlserver"",""mysql"",""برنامه نویس پایتون""]"
محتوای متنی تخصصی در حوزه مدیکال مارکتینگ و مدیکال برندینگ,https://www.karlancer.com/projects/21382,۲۸ روز مانده,زمان پیشنهادی ۱ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,حوزه فعالیت ما مدیکال مارکتینگ و مدیکال برندینگ هست. همکاری ادامه دار خواهد بود در صورتی که اولین کار مورد تایید قرار بگیره. لطفا دوستانی پیشنهاد بدن که به صورت تخصصی در حوزه مدیکال کار کردن و با دیجیتال مارکتینگ و دیجیتال برندینگ آشنا هستن. تولید محتوای متنی درباره مدیکال کار کردن و با دیجیتال مارکتینگ و دیجیتال برندینگ.,"۲۰۰,۰۰۰ تومان","[""تولید محتوا"",""تولید محتوای وبسایت"",""نویسندگی محتوا"",""تولیدمحتوا"",""سئو و محتوانویسی"",""محتوا نویسی"",""seo محتوا"",""محتوا""]"
برنامه نویسی شبکه عصبی بازگشتی با الگوریتم رقابت استعماری,https://www.karlancer.com/projects/21381,۲۹ روز مانده,زمان پیشنهادی ۶ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"مدل ریاضی شبکه بازگشتی را خودم نوشتم و از  صحت مدل اطمینان دارم چون در گمز جواب درست داده 
این مدل را نیاز دارم در پایتون یا متلب با الگوریتم فرا ابتکاری رقابت استعماری  بهینه شود
تا وزن و تابع هدف بهینه و تعداد نورون بهینه بدست اید","۶۰۰,۰۰۰ تومان","[""شبکه عصبی"",""الگوریتم بهینه سازی"",""پایتون"",""متلب"",""برنامه نویسی"",""برنامه نویسی وب"",""برنامه نویسی پایتون"",""متلب . مهندسی برق ."",""‌بهینه سازی"",""python""]"
تولید موشن گرافیک اپ,https://www.karlancer.com/projects/21380,۲۸ روز مانده,زمان پیشنهادی ۱۵ روز,پروژه,https://nazarkade.com/wp-content/uploads/shortlink_logos/karlancer-site-500x500.webp,"فریلنسر می بایست برای اپلیکیشن اندروید که در حال اماده سازی است مطابق با ویدئوی پیوست شده موشن گرافیک یا ویدئوی معرفی محصول تولید نماید.مدت زمان هم کمتر از یک دقیقه باشد و می توانید از ویدئوی نمونه ایده بگیرید.
در تولید ویدئو میبایست از عناصر جذاب و شکیل استفاده گردد و تاکید روی امن بودن داده ها و انلاین بودن همیشگی سرویس داشته باشید.
برای اگاهی از کلیه قابلیت های اپ که می توانید از انها در ویدئو استفاده نمایید پیام دهید 
ویدئوی تولید شده استفاده تجاری خواهد شد لذا نمیتوانید به عنوان نمونه کار استفاده کنید.
کلیه حقوق ویدئوی تولیدی متعلق به ما خواهد بود.","۳۰۰,۰۰۰ تومان","[""موشن گرافیک"",""موشن گرافی"",""موشن گرافیست"",""استوری موشن"",""ساخت لوگو موشن"",""افترافکت"",""ادوبی افتر افکت"",""پریمیر"",""پریمیر پرو"",""ادوبی پریمیر""]"
